variant,split,sample_index,crop_name,points_per_crop,stability_score_thresh,num_predicted_masks,evaluation_view,miou,ari,miou_agg,texture_a_best_iou,texture_b_best_iou,texture_a_agg_iou,texture_b_agg_iou,texture_a_overlap_mask_count,texture_b_overlap_mask_count,mask_score_mean,mask_score_median,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only_status,label_permutation_invariant,assignment_used,assignment_source_for_texture_a,assignment_source_for_texture_b,assignment_direct_miou,assignment_direct_ari,assignment_swapped_miou,assignment_swapped_ari,num_feature_levels,coarsest_level_name,finest_level_name,feature_level_names,feature_level_resolutions,cluster_pixel_count_a,cluster_pixel_count_b,rough_mask_positive_pixels_a,rough_mask_positive_pixels_b,refined_mask_positive_pixels_a,refined_mask_positive_pixels_b,refined_score_a,refined_score_b,refined_pair_selection_score,refined_pair_overlap_iou,output_stage,coarsest_init_mode,multiscale_refinement_applied,sam_refinement_applied,evaluation_contract,eval_miou,eval_ari,coarsest_pool_kernel_size,coarsest_pool_stride,pooled_grid_resolution,active_coarsest_cluster0_num_components,active_coarsest_cluster0_num_1_cell_components,active_coarsest_cluster0_num_2_cell_components,active_coarsest_cluster0_tiny_component_pixels,active_coarsest_cluster0_tiny_component_pixel_fraction,active_coarsest_cluster0_largest_component_size,active_coarsest_cluster0_smallest_component_size,active_coarsest_cluster1_num_components,active_coarsest_cluster1_num_1_cell_components,active_coarsest_cluster1_num_2_cell_components,active_coarsest_cluster1_tiny_component_pixels,active_coarsest_cluster1_tiny_component_pixel_fraction,active_coarsest_cluster1_largest_component_size,active_coarsest_cluster1_smallest_component_size,active_coarsest_component_stats_json
feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,test,0,1,0,0.0,2,partition_invariant,0.8904936889013004,0.83592100521292,0.5,0.8244376809442506,0.9565496968583502,0.17388916015625,0.82611083984375,2,2,0.0,0.0,ok,True,"cluster_b->texture_a,cluster_a->texture_b",cluster_b,cluster_a,0.018186225809257533,0.83592100521292,0.8904936889013004,0.83592100521292,1,fpn_2,fpn_2,fpn_2,72x72,52355,13181,52355,13181,52355,13181,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.8904936889013004,0.83592100521292,3,3,24x24,1,0,0,0,0.0,4140,4140,1,0,0,0,0.0,1044,1044,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""4140"": 1}, ""largest_component_size"": 4140, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 4140, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""1044"": 1}, ""largest_component_size"": 1044, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1044, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
