route,dataset_id,variant,split,sample_index,crop_name,num_predicted_masks,evaluation_view,miou,ari,miou_agg,texture_a_best_iou,texture_b_best_iou,texture_a_agg_iou,texture_b_agg_iou,texture_a_overlap_mask_count,texture_b_overlap_mask_count,mask_score_mean,mask_score_median,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only_status,label_permutation_invariant,assignment_used,assignment_source_for_texture_a,assignment_source_for_texture_b,assignment_direct_miou,assignment_direct_ari,assignment_swapped_miou,assignment_swapped_ari,evaluation_selector,num_feature_levels,coarsest_level_name,finest_level_name,feature_level_names,feature_level_resolutions,cluster_pixel_count_a,cluster_pixel_count_b,rough_mask_positive_pixels_a,rough_mask_positive_pixels_b,refined_mask_positive_pixels_a,refined_mask_positive_pixels_b,refined_score_a,refined_score_b,refined_pair_selection_score,refined_pair_overlap_iou,output_stage,coarsest_init_mode,multiscale_refinement_applied,sam_refinement_applied,evaluation_contract,eval_miou,eval_ari,foreground_cluster_a_iou,foreground_cluster_b_iou,coarsest_pool_kernel_size,coarsest_pool_stride,pooled_grid_resolution,active_coarsest_component_stats_json
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,benchmark,0,1,2,direct_foreground,0.7364963197220593,0.6077666262062434,0.5,0.558269853778128,0.9147227856659905,0.0975189208984375,0.9024810791015625,2,2,0.0,0.0,ok,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.7364963197220593,0.6077666262062434,0.03850859468819715,0.6077666262062434,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,11406,54130,11406,54130,11406,54130,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,architexture_binary_v1,0.7364963197220593,0.6077666262062434,0.558269853778128,0.0002479092982514131,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""900"": 1}, ""largest_component_size"": 900, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 900, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""4284"": 1}, ""largest_component_size"": 4284, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 4284, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
