dataset_id,variant,split,sample_index,crop_name,grade_label,num_predicted_masks,evaluation_view,miou,ari,miou_agg,texture_a_best_iou,texture_b_best_iou,texture_a_agg_iou,texture_b_agg_iou,texture_a_overlap_mask_count,texture_b_overlap_mask_count,mask_score_mean,mask_score_median,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only_status,label_permutation_invariant,assignment_used,assignment_source_for_texture_a,assignment_source_for_texture_b,assignment_direct_miou,assignment_direct_ari,assignment_swapped_miou,assignment_swapped_ari,evaluation_selector,num_feature_levels,coarsest_level_name,finest_level_name,feature_level_names,feature_level_resolutions,cluster_pixel_count_a,cluster_pixel_count_b,rough_mask_positive_pixels_a,rough_mask_positive_pixels_b,refined_mask_positive_pixels_a,refined_mask_positive_pixels_b,refined_score_a,refined_score_b,refined_pair_selection_score,refined_pair_overlap_iou,output_stage,coarsest_init_mode,multiscale_refinement_applied,sam_refinement_applied,foreground_cluster_a_iou,foreground_cluster_a_dice,foreground_cluster_b_iou,foreground_cluster_b_dice,direct_foreground_iou,direct_foreground_dice,direct_foreground_assignment,evaluation_contract,eval_miou,eval_ari,coarsest_pool_kernel_size,coarsest_pool_stride,pooled_grid_resolution,active_coarsest_component_stats_json
glas,feature_cluster_coarse_to_fine_global_pooled_init_flip_avg_coarse_only,test,0,testA_1,4,2,partition_invariant,0.6046577673463402,0.351160220184545,0.5,0.7849783220027376,0.4243372126899428,0.8589469781238414,0.1410530218761587,2,2,0.0,0.0,ok,True,"cluster_b->texture_a,cluster_a->texture_b",cluster_b,cluster_a,0.09365753762042378,0.351160220184545,0.6046577673463402,0.351160220184545,best_partition_assignment,1,fpn_2,fpn_2,fpn_2,72x72,128719,275831,128719,275831,128719,275831,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_flip_avg_coarse_only,False,False,0.1821366067993099,0.3081481543701675,0.7849783220027376,0.87953821323947,0.7849783220027376,0.87953821323947,cluster_b->foreground,architexture_binary_v1,0.6046577673463402,0.351160220184545,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""18"": 1, ""189"": 1, ""225"": 1, ""27"": 2, ""36"": 1, ""360"": 1, ""729"": 1, ""9"": 4}, ""largest_component_size"": 729, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 12, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""117"": 1, ""153"": 1, ""252"": 1, ""2520"": 1, ""27"": 1, ""423"": 1, ""45"": 1}, ""largest_component_size"": 2520, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 7, ""smallest_component_size"": 27, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
